evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
7339   -0.84  0.58   3.12  0.31       -0.20      2.07       -0.02       -0.27       0.37        0.25  0.69  3.46  3.34  2.54   0.35    0.65   0.25   0.54     0.98   0.44  0.67  0        0      1
7366   -0.82  -1.40  4.70  0.83       0.73       2.06       -0.13       0.18        0.33        0.55  0.53  5.77  2.38  1.37   0.49    0.78   0.43   0.73     0.37   0.36  0.21  0        0      1
7450   0.38   1.12   5.33  0.26       -0.85      1.24       -0.41       0.02        0.44        0.28  0.49  2.74  2.79  1.55   0.42    1.05   0.32   0.80     1.81   0.35  0.98  0        0      1
7519   0.99   -0.04  3.82  -0.25      0.36       1.59       0.34        0.27        0.76        0.22  0.63  2.69  3.27  2.09   0.38    0.72   0.25   0.64     1.71   0.42  1.13  0        0      1
7545   -0.84  -0.04  5.39  0.38       -0.06      0.99       -0.16       0.50        0.68        0.14  0.49  1.37  3.03  2.03   0.38    0.85   0.23   0.80     7.57   0.36  4.14  0        0      1
7548   -0.93  0.60   3.47  0.37       -0.26      1.93       0.49        0.32        1.50        0.28  0.66  3.67  3.21  2.07   0.52    0.69   0.28   0.59     0.88   0.43  0.59  1        0      1
7553   1.14   -0.06  5.42  -0.54      0.01       1.69       0.14        -0.38       0.37        0.26  0.48  2.50  2.81  1.71   0.46    0.98   0.31   0.80     2.20   0.35  1.18  0        0      1
7612   1.55   0.39   4.06  -0.12      -0.17      1.42       0.19        0.34        0.21        0.55  0.59  6.42  2.48  0.80   0.31    0.98   0.41   0.66     0.29   0.38  0.18  0        0      1
7623   -0.15  -1.00  4.74  -0.13      0.35       1.67       0.59        -0.00       2.71        0.21  0.54  2.25  3.07  1.46   0.78    0.82   0.26   0.74     2.61   0.38  1.57  0        0      0
7623   -0.15  -1.00  4.74  -0.30      0.09       0.88       0.59        -0.00       2.71        0.21  0.54  2.25  3.07  1.69   0.65    0.93   0.26   0.74     2.61   0.38  1.57  0        0      0
7636   1.40   0.28   5.19  -0.31      0.19       0.53       -0.45       -0.13       0.72        0.42  0.49  4.09  2.57  1.88   0.29    0.44   0.39   0.78     0.78   0.35  0.42  0        0      1
7701   -0.82  -0.06  2.69  0.03       -0.21      1.16       1.06        0.07        1.39        0.18  0.74  2.59  3.59  2.14   0.38    0.98   0.21   0.48     1.73   0.46  1.20  0        0      1
7748   -0.24  -0.21  0.71  -0.08      0.50       0.96       0.87        0.29        2.43        0.08  0.93  1.49  4.22  2.66   0.38    0.95   0.12   0.14     4.90   0.49  2.38  0        0      1
7761   0.44   -0.33  1.83  -0.13      0.42       1.45       -0.17       -0.35       0.28        0.10  0.82  1.68  3.94  2.87   0.23    1.00   0.15   0.34     3.98   0.48  2.64  0        0      1
7764   0.58   0.14   2.59  -0.71      -0.05      1.99       -0.60       0.49        1.91        0.10  0.75  1.42  3.79  2.08   0.53    0.62   0.15   0.46     5.75   0.46  4.01  1        1      1
7764   0.58   0.14   2.59  0.52       0.09       0.68       -0.60       0.49        1.91        0.10  0.75  1.42  3.79  2.29   0.37    1.25   0.15   0.46     5.75   0.46  4.01  0        0      1
7849   0.20   0.94   4.67  -0.56      0.16       1.00       -0.16       -0.55       2.43        0.19  0.55  2.09  3.12  1.67   0.63    1.01   0.25   0.74     3.01   0.39  1.83  0        0      1
7868   -0.92  -0.32  5.23  0.30       0.06       0.57       0.36        0.33        0.85        0.19  0.50  1.90  2.98  2.28   0.31    0.35   0.26   0.79     3.83   0.36  2.14  0        0      0
7876   -0.23  -0.60  2.31  -0.12      0.19       0.61       -0.24       0.49        1.54        0.12  0.77  1.86  3.80  2.94   0.28    0.31   0.17   0.42     3.29   0.47  2.26  0        0      1
7952   -0.78  -0.07  5.01  0.47       0.02       2.08       0.52        -0.07       0.77        0.12  0.52  1.29  3.16  1.99   0.56    0.61   0.20   0.77     8.34   0.38  4.86  0        0      1
7952   -0.78  -0.07  5.01  -0.20      -0.19      0.50       0.52        -0.07       0.77        0.12  0.52  1.29  3.16  2.33   0.28    0.75   0.20   0.77     8.34   0.38  4.86  0        0      1
7961   0.46   0.83   6.63  -0.13      0.11       0.78       -0.01       -0.43       0.99        0.20  0.37  1.43  2.60  1.86   0.49    0.59   0.31   0.89     7.71   0.29  3.21  0        0      0
7991   -1.17  -0.37  4.56  0.26       0.15       3.02       0.52        0.11        0.74        0.31  0.55  3.41  2.92  1.68   0.67    0.93   0.31   0.72     1.09   0.38  0.66  0        0      1
8046   0.97   0.46   2.39  0.08       0.19       0.69       -0.13       -0.54       0.70        0.33  0.75  4.93  3.31  2.36   0.21    0.80   0.28   0.44     0.46   0.45  0.31  0        0      1
8046   0.97   0.46   2.39  -0.32      0.16       0.34       -0.13       -0.54       0.70        0.33  0.75  4.93  3.31  2.13   0.18    0.76   0.28   0.44     0.46   0.45  0.31  0        0      1
8065   -0.17  -0.45  1.31  -0.25      0.67       1.78       -0.29       -0.16       0.59        0.10  0.87  1.79  4.05  2.88   0.28    0.82   0.15   0.25     3.42   0.49  2.07  0        0      1
8065   -0.17  -0.45  1.31  0.61       -0.10      1.26       -0.29       -0.16       0.59        0.10  0.87  1.79  4.05  2.97   0.23    0.91   0.15   0.25     3.42   0.49  2.07  0        0      1
8093   -0.03  0.59   2.21  -0.32      -0.54      0.96       -0.14       -0.39       1.26        0.10  0.78  1.62  3.85  2.71   0.30    0.44   0.15   0.40     4.34   0.47  2.98  0        0      0
8094   -1.50  0.39   6.28  0.09       -0.17      0.70       0.49        -0.33       0.96        0.51  0.39  3.97  2.16  1.52   0.45    0.42   0.48   0.86     0.87   0.28  0.38  0        0      0
8155   -0.89  0.68   4.25  -0.02      -0.21      0.98       0.21        -0.30       0.51        0.26  0.59  3.07  3.08  2.44   0.27    0.48   0.28   0.69     1.34   0.40  0.84  0        0      0
8182   0.10   -0.56  0.71  0.41       0.29       2.08       -0.68       -0.12       4.37        0.23  0.91  4.27  3.85  2.11   0.68    1.20   0.21   0.15     0.59   0.49  0.29  0        0      1
8201   0.59   0.44   1.08  -0.79      -0.86      4.48       0.03        0.43        0.72        0.28  0.88  4.90  3.66  1.96   0.59    1.49   0.24   0.22     0.45   0.48  0.25  0        0      1
8291   -0.60  -0.13  1.64  0.46       -0.10      2.39       -0.25       0.61        2.17        0.14  0.83  2.38  3.89  2.47   0.53    1.04   0.17   0.31     1.96   0.48  1.26  0        0      1
8291   -0.60  -0.13  1.64  0.46       -0.10      2.39       -0.35       0.07        0.53        0.14  0.83  2.38  3.89  2.84   0.35    1.01   0.17   0.31     1.96   0.48  1.26  0        0      1
8346   0.31   -1.00  3.37  0.23       0.12       0.66       0.53        0.02        1.91        0.25  0.67  3.38  3.28  2.12   0.38    0.38   0.26   0.58     1.04   0.43  0.71  0        0      0
8374   0.95   0.05   6.91  -0.02      0.14       0.89       -0.23       -0.26       0.48        0.20  0.34  1.39  2.51  1.84   0.42    0.60   0.32   0.91     8.47   0.27  3.26  0        0      1
8388   -0.41  0.80   3.30  -0.12      -0.22      0.40       0.01        -0.56       1.04        0.19  0.68  2.52  3.44  2.62   0.23    0.36   0.22   0.57     1.88   0.44  1.29  0        0      1
8412   0.46   -0.70  3.01  -0.13      0.09       0.64       0.19        -0.28       0.67        0.17  0.71  2.40  3.54  2.87   0.19    0.56   0.21   0.53     2.05   0.45  1.42  0        0      1
8487   -0.63  -0.21  1.20  -0.23      0.03       1.36       0.37        -0.40       0.68        0.21  0.87  3.62  3.82  2.77   0.25    0.91   0.21   0.23     0.83   0.48  0.49  0        0      1
8516   0.97   0.21   5.35  -0.96      0.51       1.33       -0.49       -0.05       1.38        0.20  0.49  1.96  2.93  1.13   0.62    0.74   0.27   0.80     3.63   0.36  1.98  0        0      1
8530   0.93   -0.59  2.84  -0.08      -0.36      1.45       -0.39       0.28        0.46        0.31  0.71  4.37  3.27  2.23   0.29    0.94   0.28   0.50     0.60   0.44  0.41  0        0      1
8543   -0.34  -0.29  0.54  -0.06      0.17       0.42       -0.21       0.30        0.67        0.19  0.93  3.47  4.00  3.30   0.13    0.30   0.19   0.11     0.89   0.49  0.39  0        0      1
8577   1.01   -1.05  6.49  0.03       -0.23      0.61       -0.98       0.95        1.98        0.46  0.37  3.41  2.21  0.93   0.78    1.15   0.47   0.88     1.23   0.28  0.51  0        0      0
8667   0.52   0.35   2.03  -0.01      -0.29      1.39       0.34        0.22        0.93        0.13  0.80  2.01  3.85  2.94   0.29    0.71   0.17   0.37     2.79   0.47  1.88  0        0      0
8719   0.39   -1.03  5.79  -0.47      0.14       0.85       -0.25       0.43        1.10        0.25  0.44  2.21  2.74  1.82   0.47    0.47   0.32   0.84     2.94   0.33  1.47  0        0      0
8765   0.35   -0.41  2.09  -0.11      0.16       0.87       -0.31       -0.09       1.05        0.09  0.80  1.44  3.91  3.28   0.24    0.41   0.14   0.38     5.46   0.47  3.71  0        0      1
8767   0.77   0.05   5.12  -0.34      0.06       1.11       -3.14       12.08       22.87       0.12  0.51  1.22  3.14  7.92   5.01    2.61   0.20   0.78     9.40   0.37  5.39  0        0      0
8829   -0.35  -0.27  1.26  -0.39      0.23       1.41       0.43        0.12        0.75        0.09  0.87  1.63  4.08  3.10   0.26    0.92   0.14   0.24     4.12   0.49  2.47  0        0      1
8837   1.15   -0.03  6.74  -0.24      0.16       1.43       0.03        -0.37       0.71        0.29  0.35  2.05  2.43  1.41   0.61    0.72   0.38   0.90     3.68   0.27  1.47  0        0      1
8841   -0.56  -0.23  2.23  -0.26      0.52       1.35       -0.18       0.23        0.39        0.11  0.78  1.69  3.84  2.70   0.24    0.39   0.16   0.41     3.99   0.47  2.74  0        0      1
9056   -0.64  -0.36  3.02  -0.33      -0.12      0.79       0.83        0.23        3.48        0.13  0.71  1.90  3.61  2.16   0.60    1.20   0.18   0.53     3.29   0.45  2.28  0        0      0
9082   -0.42  -0.79  3.64  -0.31      0.13       1.11       0.27        0.71        1.16        0.18  0.65  2.32  3.38  2.26   0.37    0.84   0.22   0.61     2.27   0.43  1.53  0        0      1
9120   0.33   1.37   4.77  -1.11      -1.06      3.30       0.33        -0.07       0.85        0.41  0.53  4.30  2.67  0.96   0.81    1.32   0.37   0.74     0.69   0.37  0.40  0        0      1
9124   0.28   1.33   5.82  -0.20      0.02       0.65       0.01        -0.11       0.47        0.38  0.44  3.33  2.50  2.03   0.26    0.37   0.39   0.83     1.24   0.32  0.61  0        0      1
9168   0.56   1.21   4.57  -0.06      -0.50      1.39       -0.71       -0.22       2.39        0.37  0.55  4.06  2.79  1.55   0.68    0.74   0.34   0.72     0.76   0.38  0.46  1        1      1
9219   0.69   0.19   3.23  -0.09      0.19       1.91       -0.24       -0.59       1.62        0.12  0.69  1.68  3.59  2.42   0.50    0.87   0.18   0.56     4.28   0.44  2.96  0        0      1
9219   0.69   0.19   3.23  -0.06      0.17       0.42       -0.24       -0.59       1.62        0.12  0.69  1.68  3.59  2.73   0.30    0.72   0.18   0.56     4.28   0.44  2.96  0        0      1
9228   0.34   -0.64  1.71  0.02       -0.47      0.74       0.44        0.28        1.49        0.19  0.82  3.11  3.77  2.50   0.28    0.95   0.20   0.32     1.15   0.48  0.74  0        0      1
9243   0.79   -0.93  4.17  -0.28      -0.16      0.26       -0.30       0.24        1.08        0.32  0.59  3.71  2.99  2.19   0.25    0.62   0.31   0.68     0.90   0.40  0.57  0        0      1
9259   0.35   -0.06  0.77  -0.10      0.13       0.61       0.34        0.52        0.73        0.09  0.92  1.67  4.19  3.08   0.17    0.59   0.13   0.15     3.90   0.49  1.95  0        0      1
9271   -0.81  -0.03  2.46  -0.24      -0.23      2.00       0.53        -0.40       1.98        0.18  0.76  2.78  3.62  2.29   0.51    0.83   0.21   0.44     1.48   0.46  1.02  0        1      1
9314   -0.57  0.41   1.41  -0.25      0.14       0.83       0.17        -0.36       0.89        0.21  0.85  3.52  3.78  3.03   0.21    0.71   0.21   0.27     0.88   0.48  0.54  0        0      1
9317   0.45   -0.43  1.34  -0.12      0.29       1.88       -0.48       -0.22       1.89        0.17  0.86  2.90  3.89  2.81   0.43    0.69   0.19   0.26     1.30   0.48  0.79  0        0      1
9361   0.18   0.83   4.56  -0.35      -0.71      2.68       0.36        0.30        0.97        0.15  0.56  1.66  3.23  1.78   0.65    1.27   0.22   0.72     4.77   0.40  2.94  0        0      0
9375   0.81   0.91   4.62  0.03       -0.25      0.78       -0.68       -0.06       3.25        0.31  0.55  3.37  2.91  1.61   0.71    0.72   0.31   0.73     1.13   0.38  0.68  0        0      1
9386   1.23   0.15   6.19  -0.06      0.22       0.43       -0.71       -0.06       1.21        0.32  0.40  2.59  2.52  1.72   0.45    0.61   0.38   0.86     2.16   0.30  0.98  0        0      1
9400   1.21   0.35   4.76  0.10       -0.08      0.73       -0.37       -0.13       0.86        0.33  0.54  3.47  2.84  2.26   0.30    0.53   0.33   0.74     1.07   0.37  0.63  0        0      1
9420   -1.03  -0.46  5.21  0.21       -0.32      0.58       0.27        0.64        0.99        0.26  0.50  2.54  2.87  1.86   0.36    0.95   0.30   0.79     2.10   0.36  1.16  0        0      0
9497   -0.59  0.11   1.16  0.22       0.14       1.35       0.37        -0.03       0.88        0.18  0.88  3.11  3.90  3.18   0.25    0.42   0.19   0.23     1.12   0.48  0.65  0        0      0
9501   0.50   0.11   2.05  -0.62      -0.09      4.14       0.58        -0.11       1.01        0.08  0.80  1.31  3.94  2.17   0.63    1.50   0.13   0.38     6.58   0.48  4.46  0        0      1
9524   0.45   -0.72  5.32  -0.25      -0.07      1.00       0.32        0.15        0.86        0.14  0.49  1.42  3.04  2.24   0.38    0.67   0.23   0.80     7.01   0.36  3.88  0        0      1
9524   0.45   -0.72  5.32  -0.14      -0.23      0.53       0.32        0.15        0.86        0.14  0.49  1.42  3.04  2.23   0.30    0.66   0.23   0.80     7.01   0.36  3.88  0        0      1
9580   -1.09  -0.13  7.44  0.32       0.10       0.38       0.82        0.18        1.55        0.30  0.29  1.71  2.22  1.20   0.75    0.40   0.43   0.93     5.65   0.23  1.82  0        0      1
9590   0.64   -0.86  4.89  0.37       -0.00      1.77       -0.35       0.04        0.58        0.24  0.53  2.47  2.99  1.95   0.45    0.87   0.28   0.76     2.17   0.37  1.27  0        0      1
9590   0.64   -0.86  4.89  -0.70      0.18       0.80       -0.35       0.04        0.58        0.24  0.53  2.47  2.99  1.80   0.32    0.34   0.28   0.76     2.17   0.37  1.27  0        0      1
9603   0.04   -0.99  2.89  0.42       0.09       0.59       -0.29       -0.12       0.43        0.25  0.71  3.51  3.40  2.42   0.17    0.78   0.25   0.51     0.94   0.44  0.64  0        0      0
9607   -0.11  0.47   1.28  0.38       -0.14      0.63       -0.55       0.65        4.27        0.11  0.87  1.84  4.05  2.23   0.55    1.38   0.15   0.24     3.25   0.49  1.95  0        0      1
9625   -0.77  0.43   3.09  0.21       -0.19      0.46       0.52        0.41        1.96        0.19  0.70  2.62  3.48  2.46   0.36    0.69   0.22   0.54     1.72   0.44  1.18  0        0      0
9683   -0.34  -0.64  3.01  -0.53      -0.25      1.61       0.39        0.44        0.90        0.13  0.71  1.81  3.63  2.37   0.37    1.22   0.18   0.53     3.63   0.45  2.52  0        0      1
9846   -0.67  -0.44  1.95  0.08       -0.00      0.82       0.39        -0.23       1.33        0.21  0.80  3.37  3.67  2.97   0.26    0.40   0.22   0.36     0.98   0.47  0.65  0        0      1
9900   0.39   -0.25  1.38  -0.30      -0.00      1.87       -0.08       0.43        0.94        0.09  0.86  1.57  4.06  3.14   0.32    0.67   0.14   0.26     4.48   0.49  2.75  0        0      1
9923   0.16   0.44   1.58  -0.06      0.48       2.59       0.36        -0.16       0.62        0.09  0.85  1.43  4.03  2.79   0.38    0.99   0.13   0.29     5.41   0.48  3.46  0        0      1
9936   1.07   -0.06  6.66  -0.29      0.21       1.23       -0.73       -0.12       2.08        0.25  0.36  1.83  2.51  1.13   0.91    0.50   0.35   0.90     4.67   0.28  1.91  0        0      1
9941   -0.37  0.15   1.03  0.07       -0.12      0.51       0.69        -0.08       0.92        0.09  0.90  1.62  4.13  3.11   0.18    0.51   0.13   0.20     4.18   0.49  2.33  0        0      1
43     0.74   0.01   3.94  -0.69      0.01       1.81       -0.03       -0.51       1.26        0.12  0.62  1.46  3.44  2.17   0.50    0.87   0.18   0.65     5.94   0.42  3.94  1        0      1
137    0.57   -0.82  3.96  -0.80      0.40       3.28       0.29        0.54        0.66        0.21  0.62  2.62  3.24  1.60   0.66    1.39   0.25   0.65     1.81   0.41  1.18  0        0      1
165    -1.23  0.87   5.35  0.04       -0.23      1.02       0.28        -0.56       1.20        0.46  0.48  4.39  2.44  1.64   0.48    0.43   0.41   0.79     0.68   0.34  0.36  0        0      0
202    -0.42  0.81   6.49  0.17       0.07       0.50       -0.32       -0.93       1.52        0.18  0.38  1.35  2.67  1.47   0.59    0.87   0.29   0.89     8.60   0.30  3.71  0        0      0
217    -0.79  -0.06  4.85  0.22       -0.33      2.13       -0.18       0.13        0.33        0.13  0.54  1.36  3.19  2.19   0.46    0.79   0.21   0.75     7.35   0.38  4.38  0        0      1
254    -1.01  0.04   4.09  -0.37      0.39       1.29       0.58        -0.45       2.02        0.22  0.60  2.60  3.21  1.83   0.56    1.28   0.25   0.67     1.86   0.41  1.20  1        0      1
374    -0.32  0.35   1.54  0.05       -0.18      0.97       0.18        0.80        1.46        0.09  0.85  1.50  4.03  2.77   0.30    0.91   0.14   0.29     4.91   0.48  3.12  0        0      1
374    -0.32  0.35   1.54  0.05       -0.18      0.97       0.18        -0.07       0.43        0.09  0.85  1.50  4.03  3.53   0.17    0.38   0.14   0.29     4.91   0.48  3.12  0        0      1
386    -0.31  -0.55  1.34  -0.35      0.18       0.83       0.03        0.30        0.58        0.18  0.86  3.05  3.87  3.08   0.18    0.48   0.19   0.26     1.17   0.48  0.71  0        0      1
740    -1.38  -0.37  5.31  -0.01      0.25       1.29       0.10        -0.37       1.05        0.42  0.48  3.99  2.54  1.52   0.48    0.70   0.39   0.79     0.83   0.34  0.44  0        0      1
743    0.35   0.51   2.52  -0.27      -0.24      2.77       -0.04       0.45        1.09        0.11  0.76  1.58  3.79  2.50   0.50    0.92   0.16   0.45     4.62   0.46  3.21  0        0      0
743    0.35   0.51   2.52  -0.27      -0.24      2.77       -0.25       -0.21       0.48        0.11  0.76  1.58  3.79  2.73   0.42    0.69   0.16   0.45     4.62   0.46  3.21  0        0      0
743    0.35   0.51   2.52  0.38       -0.43      1.02       -0.04       0.45        1.09        0.11  0.76  1.58  3.79  2.62   0.30    1.02   0.16   0.45     4.62   0.46  3.21  0        0      0
743    0.35   0.51   2.52  0.38       -0.43      1.02       -0.25       -0.21       0.48        0.11  0.76  1.58  3.79  2.80   0.22    0.68   0.16   0.45     4.62   0.46  3.21  0        0      0
760    0.32   -0.20  0.79  0.23       -0.12      1.19       -0.97       0.51        1.45        0.10  0.92  1.85  4.16  2.51   0.31    1.28   0.14   0.15     3.18   0.49  1.61  0        0      1
785    0.92   -0.03  2.62  -0.31      0.41       0.67       -0.07       -1.07       3.74        0.23  0.74  3.31  3.50  1.61   0.61    1.59   0.23   0.47     1.05   0.45  0.72  0        0      1
822    -0.44  -0.40  1.18  0.12       0.24       2.31       0.06        -0.14       0.16        0.17  0.88  3.00  3.91  3.11   0.28    0.76   0.19   0.23     1.21   0.48  0.71  0        0      1
822    -0.44  -0.40  1.18  -0.18      0.40       1.33       0.06        -0.14       0.16        0.17  0.88  3.00  3.91  3.14   0.18    0.69   0.19   0.23     1.21   0.48  0.71  0        0      1
868    -0.65  -0.17  2.32  0.12       0.20       0.60       -0.39       -0.32       0.55        0.13  0.77  2.04  3.77  2.76   0.17    0.77   0.17   0.42     2.74   0.47  1.89  0        0      1
908    -0.65  -0.00  2.38  -0.55      0.40       1.17       -0.25       -0.23       0.66        0.12  0.77  1.83  3.78  2.34   0.26    0.68   0.17   0.43     3.41   0.47  2.36  0        0      1
908    -0.65  -0.00  2.38  -0.04      0.21       0.94       -0.25       -0.23       0.66        0.12  0.77  1.83  3.78  3.04   0.21    0.59   0.17   0.43     3.41   0.47  2.36  0        0      1
1042   -0.52  0.26   1.08  -0.03      0.19       0.84       0.47        0.21        0.96        0.18  0.88  3.13  3.92  3.09   0.21    0.53   0.19   0.21     1.11   0.48  0.63  0        0      1
1088   0.23   0.86   2.21  -0.75      0.36       2.94       0.41        0.29        1.62        0.24  0.78  3.64  3.56  1.53   0.58    1.15   0.23   0.41     0.84   0.46  0.57  0        1      1
1175   0.02   0.73   1.84  0.22       -0.30      1.75       -0.03       -0.44       1.14        0.18  0.81  2.95  3.76  2.86   0.35    0.46   0.20   0.34     1.28   0.47  0.84  0        0      1
1175   0.02   0.73   1.84  -0.32      0.07       1.30       -0.03       -0.44       1.14        0.18  0.81  2.95  3.76  2.92   0.30    0.66   0.20   0.34     1.28   0.47  0.84  0        0      1
1201   0.50   -1.46  4.02  0.06       0.56       1.12       -0.11       0.38        1.08        0.52  0.59  6.09  2.57  1.87   0.38    0.36   0.39   0.66     0.32   0.39  0.20  0        0      1
1463   -0.38  -0.78  6.69  0.48       -0.08      1.32       0.66        0.25        0.86        0.17  0.36  1.20  2.63  1.08   0.66    0.59   0.28   0.90     11.20  0.29  4.60  0        0      0
1470   0.81   0.18   4.33  0.20       0.12       0.68       -0.53       -0.20       1.84        0.15  0.58  1.69  3.29  2.38   0.43    0.78   0.21   0.70     4.52   0.40  2.87  0        0      1
1476   0.36   0.06   0.40  -0.06      0.27       2.06       -0.34       0.01        0.49        0.16  0.95  3.01  4.09  3.21   0.27    0.72   0.17   0.09     1.18   0.49  0.47  0        0      1
1492   -0.38  -0.19  1.49  0.34       0.36       0.81       -0.32       -0.67       3.01        0.07  0.85  1.25  4.08  2.60   0.45    1.35   0.12   0.28     7.12   0.49  4.49  0        0      0
1531   0.37   -1.06  5.17  0.37       0.27       0.90       -0.45       0.61        1.12        0.26  0.50  2.56  2.88  1.79   0.45    0.89   0.30   0.78     2.07   0.36  1.16  0        0      1
1539   0.23   0.77   3.94  -0.47      -0.69      2.61       0.38        -0.73       2.68        0.14  0.62  1.71  3.39  1.25   0.84    0.90   0.20   0.65     4.29   0.42  2.83  1        0      1
1631   0.36   0.18   1.40  -0.13      -0.16      1.23       -0.18       0.15        0.27        0.07  0.86  1.22  4.10  3.46   0.18    0.58   0.12   0.26     7.38   0.49  4.56  0        0      0
1687   -0.40  -0.88  6.44  -2.36      -0.03      5.60       0.54        0.27        1.30        0.20  0.39  1.54  2.65  2.58   1.84    2.36   0.30   0.88     6.56   0.30  2.86  0        0      1
1730   -0.64  -0.97  6.30  0.56       0.51       0.97       0.07        0.32        0.67        0.29  0.40  2.26  2.55  1.65   0.48    0.46   0.36   0.87     2.92   0.30  1.30  0        0      1
1795   0.31   0.78   1.89  0.31       -0.14      0.63       0.37        -0.32       2.25        0.23  0.80  3.76  3.62  2.52   0.36    0.49   0.23   0.35     0.79   0.47  0.52  0        0      1
1795   0.31   0.78   1.89  0.31       -0.14      0.63       0.23        0.06        0.15        0.23  0.80  3.76  3.62  2.64   0.12    0.43   0.23   0.35     0.79   0.47  0.52  0        0      1
1845   0.61   0.29   1.42  -0.05      0.26       1.75       -0.48       -0.20       1.02        0.19  0.85  3.23  3.82  2.88   0.32    0.79   0.20   0.27     1.05   0.48  0.65  0        0      1
1846   0.54   -0.77  4.75  0.15       -0.10      0.96       -0.22       0.36        0.34        0.18  0.54  1.96  3.12  2.31   0.27    0.79   0.24   0.74     3.48   0.38  2.09  0        0      1
1846   0.54   -0.77  4.75  -0.23      0.10       0.69       -0.22       0.36        0.34        0.18  0.54  1.96  3.12  2.39   0.23    0.48   0.24   0.74     3.48   0.38  2.09  0        0      1
1877   0.52   -0.74  3.48  -0.50      0.25       1.47       -0.29       0.27        0.51        0.19  0.66  2.48  3.40  2.44   0.32    0.45   0.22   0.59     1.97   0.43  1.34  0        0      1
1877   0.52   -0.74  3.48  0.13       0.24       0.41       -0.29       0.27        0.51        0.19  0.66  2.48  3.40  2.67   0.17    0.50   0.22   0.59     1.97   0.43  1.34  0        0      1
1904   -0.46  0.42   1.37  0.45       -0.82      5.52       0.26        -0.23       1.02        0.17  0.86  2.90  3.88  1.87   0.73    0.58   0.19   0.26     1.30   0.48  0.80  0        0      1
2006   -0.52  0.31   1.76  -0.32      -0.29      1.76       0.12        -0.32       0.78        0.13  0.82  2.15  3.89  2.94   0.31    0.57   0.17   0.33     2.41   0.48  1.58  0        0      1
2012   -0.99  -0.04  5.45  0.20       -0.40      2.25       -0.13       0.04        0.16        0.20  0.48  1.90  2.91  1.84   0.50    0.75   0.27   0.81     3.90   0.35  2.09  0        0      1
2012   -0.99  -0.04  5.45  0.03       -0.29      1.91       -0.13       0.04        0.16        0.20  0.48  1.90  2.91  1.93   0.43    0.66   0.27   0.81     3.90   0.35  2.09  0        0      1
2012   -0.99  -0.04  5.45  -0.20      0.19       0.73       -0.13       0.04        0.16        0.20  0.48  1.90  2.91  2.14   0.21    0.37   0.27   0.81     3.90   0.35  2.09  0        0      1
2017   -0.85  -0.17  3.52  0.14       -0.07      0.73       0.16        0.49        2.38        0.17  0.66  2.25  3.42  2.47   0.46    0.54   0.21   0.60     2.41   0.43  1.63  0        0      1
2017   -0.85  -0.17  3.52  -0.31      -0.09      0.58       0.16        0.49        2.38        0.17  0.66  2.25  3.42  2.22   0.45    0.89   0.21   0.60     2.41   0.43  1.63  0        0      1
2123   -0.51  1.09   4.70  0.48       0.01       0.77       -0.40       -0.12       0.88        0.30  0.54  3.22  2.91  1.92   0.33    0.94   0.31   0.74     1.25   0.38  0.74  0        0      1
2148   -0.88  -0.25  4.17  0.37       0.26       3.14       0.29        0.29        1.10        0.18  0.60  2.10  3.27  1.89   0.69    0.52   0.23   0.68     2.88   0.41  1.85  0        0      1
2157   -0.42  -0.87  5.51  0.62       0.46       1.83       -0.31       -0.09       0.87        0.19  0.47  1.78  2.92  1.76   0.59    1.04   0.27   0.81     4.46   0.35  2.37  0        0      1
2157   -0.42  -0.87  5.51  -0.19      0.06       0.43       -0.31       -0.09       0.87        0.19  0.47  1.78  2.92  2.08   0.29    0.33   0.27   0.81     4.46   0.35  2.37  0        0      1
2180   0.94   0.09   7.01  -0.27      -0.28      1.83       -0.17       0.10        0.19        0.20  0.33  1.35  2.48  1.58   0.62    0.67   0.33   0.92     9.05   0.26  3.39  0        0      0
2248   -0.94  -0.21  4.94  0.24       -0.08      0.46       0.30        0.37        0.86        0.19  0.53  1.97  3.06  2.39   0.27    0.50   0.25   0.76     3.48   0.38  2.03  0        0      1
2248   -0.94  -0.21  4.94  0.24       -0.08      0.46       0.18        -0.19       0.44        0.19  0.53  1.97  3.06  2.52   0.19    0.30   0.25   0.76     3.48   0.38  2.03  0        0      1
2260   -0.69  1.02   6.26  0.52       -0.04      1.62       -0.21       -0.44       1.22        0.32  0.40  2.53  2.51  1.37   0.72    0.88   0.38   0.87     2.29   0.30  1.03  1        0      1
2279   -0.65  0.56   3.51  -0.19      0.39       2.86       0.45        0.10        0.60        0.17  0.66  2.19  3.44  1.93   0.52    1.08   0.21   0.60     2.52   0.43  1.71  0        0      1
2284   0.23   -0.14  0.31  0.15       0.11       1.03       0.17        -0.27       0.36        0.11  0.96  2.06  4.24  3.49   0.15    0.60   0.14   0.07     2.53   0.49  0.89  0        0      1
2305   -0.90  0.06   5.24  0.58       0.28       1.30       0.61        0.51        1.39        0.16  0.50  1.62  3.03  1.42   0.58    0.34   0.24   0.79     5.33   0.36  2.98  0        0      0
